Unnamed: 0,job,location,date,company,country
11,Junior Talent Acquisition Specialist - Jumia (Full Time) - Alexandria,"Alexandrie, Alexandrie, Égypte",Il y a 4 semaines,Agoda,egypte
12,"Security Operation Engineer ( Bangkok based, relocation provided)","Alexandrie, Alexandrie, Égypte",Il y a 1 jour,Envision Employment Solutions,egypte
13,Freelance Recruiter,"Le Caire, Le Caire, Égypte",Il y a 2 semaines,Jumia Group,egypte
14,Senior Front End Developer - Cairo,"Le Caire, Égypte Hybride",Il y a 1 mois,Crossover for Work,egypte
15,"Principal Software Engineer, Trilogy (Remote) - $200,000/year USD","Le Caire, Le Caire, Égypte À distance",Il y a 1 jour,Agoda,egypte
16,"Security Operation Engineer ( Bangkok based, relocation provided)","Gizeh, Gizeh, Égypte",Il y a 2 jours,Zahran Market,egypte
17,Software Engineer,"Alexandrie, Égypte Sur site",Il y a 2 semaines,The American University in Cairo,egypte
18,Assistant/Associate Professor of Management Information Systems,"Le Caire, Le Caire, Égypte Sur site",Il y a 3 mois,Jumia Group,egypte
19,Product Owner - Jumia Shop (Full Time) - Alexandria,"Alexandrie, Alexandrie, Égypte Sur site",Il y a 4 semaines,Agoda,egypte
20,Back End Senior Software Engineer,"Alexandrie, Alexandrie, Égypte",Il y a 2 semaines,Jumia Group,egypte
21,Head of Paid- Jumia (Full Time),"Le Caire, Le Caire, Égypte",Il y a 1 mois,International Labour Organization,egypte
22,Operations Assistant / Assistant to Director - G5,"Le Caire, Le Caire, Égypte Sur site",Il y a 3 jours,Agoda,egypte
23,"Security Operation Engineer ( Bangkok based, relocation provided)","Le Caire, Le Caire, Égypte",Il y a 2 jours,Crossover for Work,egypte
24,"C# Developer, Trilogy (Remote) - $100,000/year USD","Assiout, Assiout, Égypte À distance",Il y a 1 jour,,egypte
0,"Regional Controller, Trilogy (Remote) - $100,000/year USD","Le Caire, Le Caire, Égypte À distance",Il y a 1 jour,Crossover for Work,egypte
1,Engineering Program Manager - HBT / PROJ - Egypt,"New Heliopolis, Le Caire, Égypte Sur site",Il y a 1 semaine,Honeywell,egypte
2,Strategic Vendor Services Associate - Jumia (Full Time),"Le Caire, Le Caire, Égypte",Il y a 1 mois,Jumia Group,egypte
3,"Senior Software Developer, Trilogy (Remote) - $100,000/year USD","Assiout, Assiout, Égypte À distance",Il y a 1 jour,Crossover for Work,egypte
4,"Senior Software Developer, Trilogy (Remote) - $100,000/year USD","Alexandrie, Alexandrie, Égypte À distance",Il y a 1 jour,Crossover for Work,egypte
5,Warehouse Supervisor - Jumia (Full Time),"Le Caire, Le Caire, Égypte Sur site",Il y a 1 mois,Jumia Group,egypte
6,"Lead/ Staff Front End Engineer – Data Experience Team (Bangkok based, relocation provided)","Gizeh, Gizeh, Égypte",Il y a 4 jours,Agoda,egypte
7,Technology Consulting –Resiliency Consultant,"Le Caire, Le Caire, Égypte",Il y a 1 semaine,Kyndryl,egypte
8,"Software Engineer – Full Stack – ( Bangkok based, relocation provided)","Gizeh, Gizeh, Égypte",Il y a 2 semaines,Agoda,egypte
9,DevOps Engineer / Site Reliability Engineer - Jumia Pay (Full Time) - Cairo,"Le Caire, Le Caire, Égypte Sur site",Il y a 3 semaines,Jumia Group,egypte
10,"Java Developer, Trilogy (Remote) - $100,000/year USD","Assiout, Assiout, Égypte À distance",Il y a 1 jour,Crossover for Work,egypte
11,IT Management Consultant: Technology-Hybrid Cloud Services,"Le Caire, Le Caire, Égypte",Il y a 1 mois,Kyndryl,egypte
12,"Technical Support Manager, Trilogy (Remote) - $100,000/year USD","Le Caire, Le Caire, Égypte À distance",Il y a 1 jour,Crossover for Work,egypte
13,"Software Engineer – Full Stack – ( Bangkok based, relocation provided)","Le Caire, Le Caire, Égypte",Il y a 2 semaines,Agoda,egypte
14,Partner Development Specialist – MEA coverage (Cairo-based),"Le Caire, Le Caire, Égypte",Il y a 6 jours,Agoda,egypte
15,Accounting Manager,"Le Caire, Le Caire, Égypte",Il y a 1 mois,Careem,egypte
16,"Senior Accountant, Trilogy (Remote) - $60,000/year USD","Le Caire, Le Caire, Égypte À distance",Il y a 1 jour,Crossover for Work,egypte
17,"Software Engineer – Full Stack – ( Bangkok based, relocation provided)","Alexandrie, Alexandrie, Égypte",Il y a 2 semaines,Agoda,egypte
18,Product Manager,"Le Caire, Égypte Hybride",Il y a 2 semaines,LyRise,egypte
19,"Java Developer, Trilogy (Remote) - $100,000/year USD","Alexandrie, Alexandrie, Égypte À distance",Il y a 1 jour,Crossover for Work,egypte
20,"Senior Data Engineer – Apache Spark (Java/Scala) (Bangkok based, Relocation provided)","Gizeh, Gizeh, Égypte",Il y a 2 semaines,Agoda,egypte
21,Adjunct Faculty - Public Policy and Administration (Undergraduate),"Le Caire, Le Caire, Égypte Sur site",Il y a 1 mois,The American University in Cairo,egypte
22,Inside Sales Account representative with English,"Le Caire, Le Caire, Égypte À distance",Il y a 2 semaines,N3,egypte
23,"Lead/ Staff Front End Engineer – Data Experience Team (Bangkok based, relocation provided)","Le Caire, Le Caire, Égypte",Il y a 4 jours,Agoda,egypte
24,Body Shop Production Engineer,"6 Octobre, Gizeh, Égypte Sur site",Il y a 1 semaine,General Motors,egypte
0,Product Owner- Jumia Food Logistics (Full Time) - Alexandria,"Alexandrie, Alexandrie, Égypte Sur site",Il y a 4 semaines,Jumia Group,egypte
1,Assistant/Associate or Professors of Economics,"Le Caire, Le Caire, Égypte Sur site",Il y a 3 mois,The American University in Cairo,egypte
2,PHP Backend Developer - Jumia (Full Time) - Alexandria,"Alexandrie, Alexandrie, Égypte Sur site",Il y a 4 semaines,Jumia Group,egypte
3,Sales Representative,"Alexandrie, Égypte Hybride",Il y a 3 semaines,Aqarmap.com,egypte
4,DA Community Manager - Jumia (Full Time),"Le Caire, Le Caire, Égypte Sur site",Il y a 1 semaine,Jumia Group,egypte
5,"Director Logistics, DA Management - Jumia (Full Time)","Le Caire, Le Caire, Égypte Sur site",Il y a 1 semaine,Jumia Group,egypte
6,DevOps Engineer / Site Reliability Engineer - Jumia Pay (Full Time) - Alexandria,"Alexandrie, Alexandrie, Égypte Sur site",Il y a 3 semaines,Jumia Group,egypte
7,"Lead / Staff Full Stack Software Engineer ( Bangkok based, relocation provided)","Alexandrie, Alexandrie, Égypte",Il y a 2 semaines,Agoda,egypte
8,NodeJS Software Engineer - Jumia Pay (Full-time) - Cairo,"Le Caire, Le Caire, Égypte Sur site",Il y a 1 mois,Jumia Group,egypte
9,Senior Consultant,"Nouveau Caire, Le Caire, Égypte Sur site",Il y a 1 jour,The Address Investments - Legacy,egypte
10,"Senior Software Engineer – Full Stack – ( Bangkok based, relocation provided)","Alexandrie, Alexandrie, Égypte",Il y a 2 semaines,Agoda,egypte
11,Senior Java Software Engineer,"Le Caire, Égypte Hybride",Il y a 1 mois,Jumia Group,egypte
12,Regional Head of Customer Experience - Jumia (Full Time),"Le Caire, Le Caire, Égypte",Il y a 1 mois,Jumia Group,egypte
13,"Senior Software Engineer – Full Stack – ( Bangkok based, relocation provided)","Le Caire, Le Caire, Égypte",Il y a 2 semaines,Agoda,egypte
14,Library: STEM Instruction Librarian,"Le Caire, Le Caire, Égypte Sur site",Il y a 3 mois,The American University in Cairo,egypte
15,"Senior Software Engineer – Full Stack – ( Bangkok based, relocation provided)","Gizeh, Gizeh, Égypte",Il y a 2 semaines,Agoda,egypte
16,Senior Compensation and Benefits Specialist,"Nouveau Caire, Le Caire, Égypte Sur site",Il y a 1 jour,El Sewedy Industries Group,egypte
17,Back End Lead / Staff Software Engineer (Bangkok based – Relocation provided),"Alexandrie, Alexandrie, Égypte",Il y a 2 semaines,Agoda,egypte
18,Senior Back-End Engineer [NodeJS],"Le Caire, Le Caire, Égypte",Il y a 1 semaine,Envision Employment Solutions,egypte
19,Back End Lead / Staff Software Engineer (Bangkok based – Relocation provided),"Gizeh, Gizeh, Égypte",Il y a 2 semaines,Agoda,egypte
20,Live Ops,"Le Caire, Le Caire, Égypte Sur site",Il y a 1 semaine,Cartona,egypte
21,Assistant/Associate Professor of Classical/Premodern Arabic Literature,"Le Caire, Le Caire, Égypte Sur site",Il y a 2 mois,The American University in Cairo,egypte
22,NodeJS Software Engineer - Jumia Pay (Full-time) - Alexandria,"Alexandrie, Alexandrie, Égypte Sur site",Il y a 4 semaines,Jumia Group,egypte
23,Senior Data Developer - ETL,"Le Caire, Le Caire, Égypte Sur site",Il y a 1 mois,KnowledgeNet,egypte
24,DevOps Engineer,"Le Caire, Le Caire, Égypte Sur site",Il y a 4 semaines,Bosta,egypte
0,Back End Lead / Staff Software Engineer (Bangkok based – Relocation provided),"Le Caire, Le Caire, Égypte",Il y a 2 semaines,Agoda,egypte
1,Senior Front End Developer - Jumia (Full Time) - Cairo,"Le Caire, Le Caire, Égypte Sur site",Il y a 1 mois,Jumia Group,egypte
2,"Lead / Staff Full Stack Software Engineer ( Bangkok based, relocation provided)","Le Caire, Le Caire, Égypte",Il y a 2 semaines,Agoda,egypte
3,"Lead / Staff Full Stack Software Engineer ( Bangkok based, relocation provided)","Gizeh, Gizeh, Égypte",Il y a 2 semaines,Agoda,egypte
4,"Security Automation Engineer ( Bangkok based, relocation provided)","Gizeh, Gizeh, Égypte",Il y a 2 semaines,Agoda,egypte
5,"Security Automation Engineer ( Bangkok based, relocation provided)","Alexandrie, Alexandrie, Égypte",Il y a 2 semaines,Agoda,egypte
6,PHP Team Lead - Jumia (Full Time) - Cairo,"Le Caire, Le Caire, Égypte Sur site",Il y a 1 mois,Jumia Group,egypte
7,"C# Software Developer, Trilogy (Remote) - $100,000/year USD","Alexandrie, Alexandrie, Égypte À distance",Il y a 1 jour,Crossover for Work,egypte
8,"Security Automation Engineer ( Bangkok based, relocation provided)","Le Caire, Le Caire, Égypte",Il y a 2 semaines,Agoda,egypte
9,"Angular, CSS, HTML5, JavaScript Software Developer","El Gouna, Mer Rouge, Égypte Sur site",Il y a 2 semaines,TreviPay,egypte
10,Senior Product Owner- Jumia Pay (Full Time) - Cairo,"Le Caire, Le Caire, Égypte Sur site",Il y a 1 mois,Jumia Group,egypte
11,Sales Executive,"Le Caire, Égypte Sur site",Il y a 5 jours,Linkedware,egypte
12,Golang Developer - Jumia (Full-time) - Cairo,"Le Caire, Le Caire, Égypte Sur site",Il y a 1 mois,Jumia Group,egypte
13,After-sales Engineer,"Le Caire, Égypte Sur site",Il y a 1 semaine,MTI- GROUP jobs,egypte
14,"Senior Data Engineer – Apache Spark (Java/Scala) (Bangkok based, Relocation provided)","Le Caire, Le Caire, Égypte",Il y a 3 jours,Agoda,egypte
15,Staff Nurse in Saudi Arabia,"Le Caire, Le Caire, Égypte Sur site",Il y a 1 mois,Antal International,egypte
16,Assistant/Associate Professor in Multimedia Journalism,"Le Caire, Le Caire, Égypte Sur site",Il y a 1 mois,The American University in Cairo,egypte
17,"Senior Data Engineer – Apache Spark (Java/Scala) (Bangkok based, Relocation provided)","Alexandrie, Alexandrie, Égypte",Il y a 3 jours,Agoda,egypte
18,Staff Nurse in Saudi Arabia,"Le Caire, Le Caire, Égypte Sur site",Il y a 1 mois,Antal International,egypte
19,Regional Customer Experience and Projects Lead - Jumia (Full Time),"Le Caire, Le Caire, Égypte",Il y a 1 mois,Jumia Group,egypte
20,"Product Architect, Trilogy (Remote) - $200,000/year USD","Le Caire, Le Caire, Égypte À distance",Il y a 1 jour,Crossover for Work,egypte
21,Senior User Experience Designer,"Le Caire, Égypte Sur site",Il y a 1 semaine,Alsoug.com | Cashi,egypte
22,Production Engineer,"10th of Ramadan, Est, Égypte Sur site",Il y a 3 semaines,ELSEWEDY ELECTRIC,egypte
23,"Lead/Staff Software Engineer – iOS (Bangkok based, relocation provided)","Alexandrie, Alexandrie, Égypte",Il y a 2 semaines,Agoda,egypte
24,Senior Front End Developer - Jumia (Full Time) - Alexandria,"Alexandrie, Alexandrie, Égypte Sur site",Il y a 1 mois,Jumia Group,egypte
